content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
aplikasi yang sangat membantu buat tracking posisi bus transjogja jadi gak bakal telat,5,8,2.1.7,2023-10-07 04:24:25,,,aplikasi yang sangat membantu buat tracking posisi bus transjogja jadi tidak bakal telat,aplikasi membantu tracking posisi bus transjogja telat,"['aplikasi', 'yang', 'sangat', 'membantu', 'buat', 'tracking', 'posisi', 'bus', 'transjogja', 'jadi', 'tidak', 'bakal', 'telat']","['aplikasi', 'membantu', 'tracking', 'posisi', 'bus', 'transjogja', 'telat']","['aplikasi', 'bantu', 'tracking', 'posisi', 'bus', 'transjogja', 'telat']",aplikasi bantu tracking posisi bus transjogja telat,7,Positive
"nunggu 1b lama banget, masa dari jam 16.30 sampai 18.30.",4,0,2.1.6,2023-09-28 10:26:29,,,menunggu b lama banget masa dari jam sampai,menunggu b banget jam,"['menunggu', 'b', 'lama', 'banget', 'masa', 'dari', 'jam', 'sampai']","['menunggu', 'b', 'banget', 'jam']","['tunggu', 'b', 'banget', 'jam']",tunggu b banget jam,4,Positive
armada jogjja murah dan praktis.,5,0,2.1.6,2023-09-25 10:01:07,,,armada jogjja murah dan praktis,armada jogjja murah praktis,"['armada', 'jogjja', 'murah', 'dan', 'praktis']","['armada', 'jogjja', 'murah', 'praktis']","['armada', 'jogjja', 'murah', 'praktis']",armada jogjja murah praktis,4,Positive
"it ne gobl0k, gblk sakpole",1,0,2.1.4,2023-09-20 05:30:14,,,it ne gobl k goblok sakpole,it ne gobl k goblok sakpole,"['it', 'ne', 'gobl', 'k', 'goblok', 'sakpole']","['it', 'ne', 'gobl', 'k', 'goblok', 'sakpole']","['it', 'ne', 'gobl', 'k', 'goblok', 'sakpole']",it ne gobl k goblok sakpole,6,Negative
"penempatan nama sangat buruk, tidak dapat muncul nama tempat meski yg dicari dengan keyword alamat ternama. dan fitur lainnya.",1,1,2.1.4,2023-09-16 10:03:01,,,penempatan nama sangat buruk tidak dapat muncul nama tempat meski yang dicari dengan keyword alamat ternama dan fitur lainnya,penempatan nama buruk muncul nama dicari keyword alamat ternama fitur,"['penempatan', 'nama', 'sangat', 'buruk', 'tidak', 'dapat', 'muncul', 'nama', 'tempat', 'meski', 'yang', 'dicari', 'dengan', 'keyword', 'alamat', 'ternama', 'dan', 'fitur', 'lainnya']","['penempatan', 'nama', 'buruk', 'muncul', 'nama', 'dicari', 'keyword', 'alamat', 'ternama', 'fitur']","['tempat', 'nama', 'buruk', 'muncul', 'nama', 'cari', 'keyword', 'alamat', 'nama', 'fitur']",tempat nama buruk muncul nama cari keyword alamat nama fitur,10,Negative
"saya agak kecewa sih karna saya melihat seorang kakek² yg ingin naik,lalu di hadang oleh petugas,jujur saran saya mending kalo ada lansia,ibu hamil,dan yang mempunyai keterbatasan mending di utamakan atau di suruh masuk lebih dulu.saya kasihan melihat kejadian tersebut",2,1,2.1.4,2023-09-13 07:49:13,,,saya agak kecewa sih karna saya melihat seorang kakek yang ingin naik lalu di hadang oleh petugas jujur saran saya mending kalau ada lansia ibu hamil dan yang mempunyai keterbatasan mending di utamakan atau di suruh masuk lebih dulu saya kasihan melihat kejadian tersebut,kecewa karna kakek hadang petugas jujur saran mending lansia hamil keterbatasan mending utamakan suruh masuk kasihan kejadian,"['saya', 'agak', 'kecewa', 'sih', 'karna', 'saya', 'melihat', 'seorang', 'kakek', 'yang', 'ingin', 'naik', 'lalu', 'di', 'hadang', 'oleh', 'petugas', 'jujur', 'saran', 'saya', 'mending', 'kalau', 'ada', 'lansia', 'ibu', 'hamil', 'dan', 'yang', 'mempunyai', 'keterbatasan', 'mending', 'di', 'utamakan', 'atau', 'di', 'suruh', 'masuk', 'lebih', 'dulu', 'saya', 'kasihan', 'melihat', 'kejadian', 'tersebut']","['kecewa', 'karna', 'kakek', 'hadang', 'petugas', 'jujur', 'saran', 'mending', 'lansia', 'hamil', 'keterbatasan', 'mending', 'utamakan', 'suruh', 'masuk', 'kasihan', 'kejadian']","['kecewa', 'karna', 'kakek', 'hadang', 'tugas', 'jujur', 'saran', 'mending', 'lansia', 'hamil', 'batas', 'mending', 'utama', 'suruh', 'masuk', 'kasihan', 'jadi']",kecewa karna kakek hadang tugas jujur saran mending lansia hamil batas mending utama suruh masuk kasihan jadi,17,Negative
aplikasi bus trans jogja sangat bagus dan bermanfaat sekali bagi masyarakat dan para pengguna bus trans jogja untuk perjalanan dalam kota jogja yang murah dan nyaman,5,0,2.1.4,2023-09-10 11:00:00,,,aplikasi bus transjogja transjogja sangat bagus dan bermanfaat sekali bagi masyarakat dan para pengguna bus transjogja transjogja untuk perjalanan dalam kota transjogja yang murah dan nyaman,aplikasi bus transjogja transjogja bagus bermanfaat masyarakat pengguna bus transjogja transjogja perjalanan kota transjogja murah nyaman,"['aplikasi', 'bus', 'transjogja', 'transjogja', 'sangat', 'bagus', 'dan', 'bermanfaat', 'sekali', 'bagi', 'masyarakat', 'dan', 'para', 'pengguna', 'bus', 'transjogja', 'transjogja', 'untuk', 'perjalanan', 'dalam', 'kota', 'transjogja', 'yang', 'murah', 'dan', 'nyaman']","['aplikasi', 'bus', 'transjogja', 'transjogja', 'bagus', 'bermanfaat', 'masyarakat', 'pengguna', 'bus', 'transjogja', 'transjogja', 'perjalanan', 'kota', 'transjogja', 'murah', 'nyaman']","['aplikasi', 'bus', 'transjogja', 'transjogja', 'bagus', 'manfaat', 'masyarakat', 'guna', 'bus', 'transjogja', 'transjogja', 'jalan', 'kota', 'transjogja', 'murah', 'nyaman']",aplikasi bus transjogja transjogja bagus manfaat masyarakat guna bus transjogja transjogja jalan kota transjogja murah nyaman,16,Positive
"apa sekarang tiap sore sekitar jam 4 bis 1b arah kota dialihkan? tidak lewat babarsari lagi? apa tidak kasihan yg sudah 1 - 2 jam an menunggu bis, kalo ternyata dialihkan spt ini???",3,0,2.1.4,2023-08-29 09:24:53,,,apa sekarang tiap sore sekitar jam bus b arah kota dialihkan tidak lewat babarsari lagi apa tidak kasihan yang sudah jam an menunggu bus kalau ternyata dialihkan spt ini,sore jam bus b arah kota dialihkan babarsari kasihan jam an menunggu bus dialihkan spt,"['apa', 'sekarang', 'tiap', 'sore', 'sekitar', 'jam', 'bus', 'b', 'arah', 'kota', 'dialihkan', 'tidak', 'lewat', 'babarsari', 'lagi', 'apa', 'tidak', 'kasihan', 'yang', 'sudah', 'jam', 'an', 'menunggu', 'bus', 'kalau', 'ternyata', 'dialihkan', 'spt', 'ini']","['sore', 'jam', 'bus', 'b', 'arah', 'kota', 'dialihkan', 'babarsari', 'kasihan', 'jam', 'an', 'menunggu', 'bus', 'dialihkan', 'spt']","['sore', 'jam', 'bus', 'b', 'arah', 'kota', 'alih', 'babarsari', 'kasihan', 'jam', 'an', 'tunggu', 'bus', 'alih', 'spt']",sore jam bus b arah kota alih babarsari kasihan jam an tunggu bus alih spt,15,Neutral
"ngebantu banget, rute dan waktunya akurat",5,0,,2023-08-28 07:59:59,,,ngebantu banget rute dan waktunya akurat,ngebantu banget rute akurat,"['ngebantu', 'banget', 'rute', 'dan', 'waktunya', 'akurat']","['ngebantu', 'banget', 'rute', 'akurat']","['ngebantu', 'banget', 'rute', 'akurat']",ngebantu banget rute akurat,4,Positive
pelayanan bagus.. mengusahakan penguna trans jogja jadi puas,5,0,2.1.4,2023-07-30 05:37:42,,,pelayanan bagus mengusahakan penguna transjogja transjogja jadi puas,pelayanan bagus mengusahakan penguna transjogja transjogja puas,"['pelayanan', 'bagus', 'mengusahakan', 'penguna', 'transjogja', 'transjogja', 'jadi', 'puas']","['pelayanan', 'bagus', 'mengusahakan', 'penguna', 'transjogja', 'transjogja', 'puas']","['layan', 'bagus', 'usaha', 'penguna', 'transjogja', 'transjogja', 'puas']",layan bagus usaha penguna transjogja transjogja puas,7,Positive
sangat berguna,5,0,,2023-07-29 08:18:01,,,sangat berguna,berguna,"['sangat', 'berguna']",['berguna'],['guna'],guna,1,Positive
sangat membantu thx,5,1,2.1.4,2023-07-26 04:10:15,,,sangat membantu terimakasih,membantu terimakasih,"['sangat', 'membantu', 'terimakasih']","['membantu', 'terimakasih']","['bantu', 'terimakasih']",bantu terimakasih,2,Positive
sangat membantu untuk tahu lokasi bus,5,0,2.1.4,2023-07-24 12:59:00,,,sangat membantu untuk tahu lokasi bus,membantu lokasi bus,"['sangat', 'membantu', 'untuk', 'tahu', 'lokasi', 'bus']","['membantu', 'lokasi', 'bus']","['bantu', 'lokasi', 'bus']",bantu lokasi bus,3,Positive
"aplikasinya bagus, sangat akurat dengan lokasi bus",5,0,2.1.4,2023-07-12 05:55:44,,,aplikasi bagus sangat akurat dengan lokasi bus,aplikasi bagus akurat lokasi bus,"['aplikasi', 'bagus', 'sangat', 'akurat', 'dengan', 'lokasi', 'bus']","['aplikasi', 'bagus', 'akurat', 'lokasi', 'bus']","['aplikasi', 'bagus', 'akurat', 'lokasi', 'bus']",aplikasi bagus akurat lokasi bus,5,Positive
biasanya naik teman bus 1 kartu untuk 2 orang boleh sekarang kok ga boleh 1 kartu 1 orang,1,0,2.1.4,2023-07-01 07:07:29,,,biasanya naik teman bus kartu untuk orang boleh sekarang kok tidak boleh kartu orang,teman bus kartu orang kartu orang,"['biasanya', 'naik', 'teman', 'bus', 'kartu', 'untuk', 'orang', 'boleh', 'sekarang', 'kok', 'tidak', 'boleh', 'kartu', 'orang']","['teman', 'bus', 'kartu', 'orang', 'kartu', 'orang']","['teman', 'bus', 'kartu', 'orang', 'kartu', 'orang']",teman bus kartu orang kartu orang,6,Negative
aplikasinya kelihatan memudahkan tapi klo lokasi dibalik dari lokasi ke tempat tujuan gak muncul sama sekali malah menyulitkan,2,1,,2023-06-22 09:02:54,,,aplikasi kelihatan memudahkan tapi kalau lokasi dibalik dari lokasi ke tempat tujuan tidak muncul sama sekali malah menyulitkan,aplikasi memudahkan lokasi dibalik lokasi tujuan muncul menyulitkan,"['aplikasi', 'kelihatan', 'memudahkan', 'tapi', 'kalau', 'lokasi', 'dibalik', 'dari', 'lokasi', 'ke', 'tempat', 'tujuan', 'tidak', 'muncul', 'sama', 'sekali', 'malah', 'menyulitkan']","['aplikasi', 'memudahkan', 'lokasi', 'dibalik', 'lokasi', 'tujuan', 'muncul', 'menyulitkan']","['aplikasi', 'mudah', 'lokasi', 'balik', 'lokasi', 'tuju', 'muncul', 'sulit']",aplikasi mudah lokasi balik lokasi tuju muncul sulit,8,Negative
sangat membantu,5,0,2.1.4,2023-06-19 23:55:46,,,sangat membantu,membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu,1,Positive
menurut saya sudah bagus tapi mohon di perbaiki lagi karena ada dua jalur yaitu 1a dan 2a tidak masuk aplikasi mohon dua jalur itu di masukan ke dalam aplikasi,3,0,2.1.4,2023-05-29 11:11:53,,,menurut saya sudah bagus tapi mohon di perbaiki lagi karena ada dua jalur yaitu a dan a tidak masuk aplikasi mohon dua jalur itu di masukan ke dalam aplikasi,bagus mohon perbaiki jalur a a masuk aplikasi mohon jalur masukan aplikasi,"['menurut', 'saya', 'sudah', 'bagus', 'tapi', 'mohon', 'di', 'perbaiki', 'lagi', 'karena', 'ada', 'dua', 'jalur', 'yaitu', 'a', 'dan', 'a', 'tidak', 'masuk', 'aplikasi', 'mohon', 'dua', 'jalur', 'itu', 'di', 'masukan', 'ke', 'dalam', 'aplikasi']","['bagus', 'mohon', 'perbaiki', 'jalur', 'a', 'a', 'masuk', 'aplikasi', 'mohon', 'jalur', 'masukan', 'aplikasi']","['bagus', 'mohon', 'baik', 'jalur', 'a', 'a', 'masuk', 'aplikasi', 'mohon', 'jalur', 'masuk', 'aplikasi']",bagus mohon baik jalur a a masuk aplikasi mohon jalur masuk aplikasi,12,Neutral
gak suka metoda pembayaran hanya pakai satu saja: astrapay. semoga ditambah yg lain yg banyak digunakan orang-orang,3,0,2.1.4,2023-05-14 04:42:14,,,tidak suka metoda pembayaran hanya pakai satu saja astrapay semoga ditambah yang lain yang banyak digunakan orang orang,suka metoda pembayaran pakai astrapay semoga ditambah orang orang,"['tidak', 'suka', 'metoda', 'pembayaran', 'hanya', 'pakai', 'satu', 'saja', 'astrapay', 'semoga', 'ditambah', 'yang', 'lain', 'yang', 'banyak', 'digunakan', 'orang', 'orang']","['suka', 'metoda', 'pembayaran', 'pakai', 'astrapay', 'semoga', 'ditambah', 'orang', 'orang']","['suka', 'metoda', 'bayar', 'pakai', 'astrapay', 'moga', 'tambah', 'orang', 'orang']",suka metoda bayar pakai astrapay moga tambah orang orang,9,Neutral
bagus buat liat jadwal tj pas pulang sekolah,4,0,2.1.4,2023-05-12 09:50:33,,,bagus buat lihat jadwal transjogja pas pulang sekolah,bagus lihat jadwal transjogja pas pulang sekolah,"['bagus', 'buat', 'lihat', 'jadwal', 'transjogja', 'pas', 'pulang', 'sekolah']","['bagus', 'lihat', 'jadwal', 'transjogja', 'pas', 'pulang', 'sekolah']","['bagus', 'lihat', 'jadwal', 'transjogja', 'pas', 'pulang', 'sekolah']",bagus lihat jadwal transjogja pas pulang sekolah,7,Positive
"secara fungsi sangat bagus, membantu sekali karena bisa track semua bus. sayangnya seringkali gps tidak update dan rute yang disediakan malah mutar-mutar.",4,5,2.1.4,2023-05-10 12:20:57,,,secara fungsi sangat bagus membantu sekali karena bisa track semua bus sayangnya seringkali gps tidak update dan rute yang disediakan malah mutar mutar,fungsi bagus membantu track bus sayangnya seringkali gps update rute disediakan mutar mutar,"['secara', 'fungsi', 'sangat', 'bagus', 'membantu', 'sekali', 'karena', 'bisa', 'track', 'semua', 'bus', 'sayangnya', 'seringkali', 'gps', 'tidak', 'update', 'dan', 'rute', 'yang', 'disediakan', 'malah', 'mutar', 'mutar']","['fungsi', 'bagus', 'membantu', 'track', 'bus', 'sayangnya', 'seringkali', 'gps', 'update', 'rute', 'disediakan', 'mutar', 'mutar']","['fungsi', 'bagus', 'bantu', 'track', 'bus', 'sayang', 'seringkali', 'gps', 'update', 'rute', 'sedia', 'mutar', 'mutar']",fungsi bagus bantu track bus sayang seringkali gps update rute sedia mutar mutar,13,Positive
trans jogja sopire le nyetir podo ugal-ugalan..!!! nyebai!!!,1,0,2.1.4,2023-05-01 15:53:08,,,transjogja transjogja sopire le nyetir podo ugal ugalan nyebai,transjogja transjogja sopire le nyetir podo ugal ugalan nyebai,"['transjogja', 'transjogja', 'sopire', 'le', 'nyetir', 'podo', 'ugal', 'ugalan', 'nyebai']","['transjogja', 'transjogja', 'sopire', 'le', 'nyetir', 'podo', 'ugal', 'ugalan', 'nyebai']","['transjogja', 'transjogja', 'sopire', 'le', 'nyetir', 'podo', 'ugal', 'ugalan', 'nyebai']",transjogja transjogja sopire le nyetir podo ugal ugalan nyebai,9,Negative
"bagus, memudahkan kita tahu di mana posisi bis secara real time, minusnya di panduan rute aja yang malah jadi muter2, jadi masih lebih baik kita hapalin sendiri rutenya",4,0,2.1.3,2023-04-25 15:59:55,,,bagus memudahkan kita tahu di mana posisi bus secara real time minusnya di panduan rute saja yang malah jadi muter jadi masih lebih baik kita menghafal sendiri rutenya,bagus memudahkan posisi bus real time minusnya panduan rute muter baik menghafal rutenya,"['bagus', 'memudahkan', 'kita', 'tahu', 'di', 'mana', 'posisi', 'bus', 'secara', 'real', 'time', 'minusnya', 'di', 'panduan', 'rute', 'saja', 'yang', 'malah', 'jadi', 'muter', 'jadi', 'masih', 'lebih', 'baik', 'kita', 'menghafal', 'sendiri', 'rutenya']","['bagus', 'memudahkan', 'posisi', 'bus', 'real', 'time', 'minusnya', 'panduan', 'rute', 'muter', 'baik', 'menghafal', 'rutenya']","['bagus', 'mudah', 'posisi', 'bus', 'real', 'time', 'minus', 'pandu', 'rute', 'muter', 'baik', 'hafal', 'rute']",bagus mudah posisi bus real time minus pandu rute muter baik hafal rute,13,Positive
baik,5,0,2.1.4,2023-04-18 07:43:18,,,baik,baik,['baik'],['baik'],['baik'],baik,1,Positive
sangat membantu sekali saat mau berangkat kesekolah jadi bisa liat bisnya sudah dijalan,5,0,2.1.4,2023-04-12 15:27:15,,,sangat membantu sekali saat mau berangkat kesekolah jadi bisa lihat bus sudah dijalan,membantu berangkat kesekolah lihat bus dijalan,"['sangat', 'membantu', 'sekali', 'saat', 'mau', 'berangkat', 'kesekolah', 'jadi', 'bisa', 'lihat', 'bus', 'sudah', 'dijalan']","['membantu', 'berangkat', 'kesekolah', 'lihat', 'bus', 'dijalan']","['bantu', 'berangkat', 'seko', 'lihat', 'bus', 'jalan']",bantu berangkat seko lihat bus jalan,6,Positive
aplikasi nya bagus semoga ditambah fitur cek saldo kartu trans jogja pelajar dan regular,5,0,2.1.4,2023-04-05 14:01:03,,,aplikasi nya bagus semoga ditambah fitur cek saldo kartu transjogja transjogja pelajar dan regular,aplikasi bagus semoga ditambah fitur cek saldo kartu transjogja transjogja pelajar regular,"['aplikasi', 'nya', 'bagus', 'semoga', 'ditambah', 'fitur', 'cek', 'saldo', 'kartu', 'transjogja', 'transjogja', 'pelajar', 'dan', 'regular']","['aplikasi', 'bagus', 'semoga', 'ditambah', 'fitur', 'cek', 'saldo', 'kartu', 'transjogja', 'transjogja', 'pelajar', 'regular']","['aplikasi', 'bagus', 'moga', 'tambah', 'fitur', 'cek', 'saldo', 'kartu', 'transjogja', 'transjogja', 'ajar', 'regular']",aplikasi bagus moga tambah fitur cek saldo kartu transjogja transjogja ajar regular,12,Positive
banyak bus yg gak sesuai dg diaplikasi.contohnya diaplikasi jalur 15 ternyata malah ke jalur 2b,3,1,2.1.4,2023-03-31 09:10:19,,,banyak bus yang tidak sesuai dg diaplikasi contohnya diaplikasi jalur ternyata malah ke jalur b,bus sesuai dg diaplikasi contohnya diaplikasi jalur jalur b,"['banyak', 'bus', 'yang', 'tidak', 'sesuai', 'dg', 'diaplikasi', 'contohnya', 'diaplikasi', 'jalur', 'ternyata', 'malah', 'ke', 'jalur', 'b']","['bus', 'sesuai', 'dg', 'diaplikasi', 'contohnya', 'diaplikasi', 'jalur', 'jalur', 'b']","['bus', 'sesuai', 'dg', 'aplikasi', 'contoh', 'aplikasi', 'jalur', 'jalur', 'b']",bus sesuai dg aplikasi contoh aplikasi jalur jalur b,9,Neutral
membantu,5,0,,2023-03-27 09:08:50,,,membantu,membantu,['membantu'],['membantu'],['bantu'],bantu,1,Positive
"bagi saya yg belum pernah naik transjogja sempet seneng ternyata ada aplikasi ini. tapi fitur yang paling penting dan krusial di aplikasi ini, yaitu info rute berdasarkan input lokasi, justru masih sangat buruk. karena bisa menyesatkan bagi penumpang awam. sebagai contoh, saya pernah mencobanya dan ternyata haltenya yg dilewati rute adl halte yang berlawanan arah. sehingga otomatis salah jalur dan terlanjur kebablasan dan menyimpang dari tujuan sebenarnya. dan juga, tdk semua bisnya muncul diapk",3,8,2.1.4,2023-03-21 16:36:32,,,bagi saya yang belum pernah naik transjogja sempet seneng ternyata ada aplikasi ini tapi fitur yang paling penting dan krusial di aplikasi ini yaitu info rute berdasarkan input lokasi justru masih sangat buruk karena bisa menyesatkan bagi penumpang awam sebagai contoh saya pernah mencobanya dan ternyata haltenya yang dilewati rute adl halte yang berlawanan arah sehingga otomatis salah jalur dan terlanjur kebablasan dan menyimpang dari tujuan sebenarnya dan juga tidak semua bus muncul diapk,transjogja sempet seneng aplikasi fitur krusial aplikasi info rute berdasarkan input lokasi buruk menyesatkan penumpang awam contoh mencobanya haltenya dilewati rute adl halte berlawanan arah otomatis salah jalur terlanjur kebablasan menyimpang tujuan bus muncul diapk,"['bagi', 'saya', 'yang', 'belum', 'pernah', 'naik', 'transjogja', 'sempet', 'seneng', 'ternyata', 'ada', 'aplikasi', 'ini', 'tapi', 'fitur', 'yang', 'paling', 'penting', 'dan', 'krusial', 'di', 'aplikasi', 'ini', 'yaitu', 'info', 'rute', 'berdasarkan', 'input', 'lokasi', 'justru', 'masih', 'sangat', 'buruk', 'karena', 'bisa', 'menyesatkan', 'bagi', 'penumpang', 'awam', 'sebagai', 'contoh', 'saya', 'pernah', 'mencobanya', 'dan', 'ternyata', 'haltenya', 'yang', 'dilewati', 'rute', 'adl', 'halte', 'yang', 'berlawanan', 'arah', 'sehingga', 'otomatis', 'salah', 'jalur', 'dan', 'terlanjur', 'kebablasan', 'dan', 'menyimpang', 'dari', 'tujuan', 'sebenarnya', 'dan', 'juga', 'tidak', 'semua', 'bus', 'muncul', 'diapk']","['transjogja', 'sempet', 'seneng', 'aplikasi', 'fitur', 'krusial', 'aplikasi', 'info', 'rute', 'berdasarkan', 'input', 'lokasi', 'buruk', 'menyesatkan', 'penumpang', 'awam', 'contoh', 'mencobanya', 'haltenya', 'dilewati', 'rute', 'adl', 'halte', 'berlawanan', 'arah', 'otomatis', 'salah', 'jalur', 'terlanjur', 'kebablasan', 'menyimpang', 'tujuan', 'bus', 'muncul', 'diapk']","['transjogja', 'sempet', 'neng', 'aplikasi', 'fitur', 'krusial', 'aplikasi', 'info', 'rute', 'dasar', 'input', 'lokasi', 'buruk', 'sesat', 'tumpang', 'awam', 'contoh', 'coba', 'halte', 'lewat', 'rute', 'adl', 'halte', 'lawan', 'arah', 'otomatis', 'salah', 'jalur', 'lanjur', 'bablas', 'simpang', 'tuju', 'bus', 'muncul', 'diapk']",transjogja sempet neng aplikasi fitur krusial aplikasi info rute dasar input lokasi buruk sesat tumpang awam contoh coba halte lewat rute adl halte lawan arah otomatis salah jalur lanjur bablas simpang tuju bus muncul diapk,35,Neutral
beberapa fungsi ada tapi gak bisa digunakan,1,0,2.1.4,2023-03-20 00:54:57,,,beberapa fungsi ada tapi tidak bisa digunakan,fungsi,"['beberapa', 'fungsi', 'ada', 'tapi', 'tidak', 'bisa', 'digunakan']",['fungsi'],['fungsi'],fungsi,1,Negative
oke lah,5,0,,2023-03-07 13:10:11,,,oke lah,oke,"['oke', 'lah']",['oke'],['oke'],oke,1,Positive
aplikasi yang sangat membantu ketika ingin melihat waktu jalur bus datang,4,0,2.1.4,2023-03-06 02:15:52,,,aplikasi yang sangat membantu ketika ingin melihat waktu jalur bus datang,aplikasi membantu jalur bus,"['aplikasi', 'yang', 'sangat', 'membantu', 'ketika', 'ingin', 'melihat', 'waktu', 'jalur', 'bus', 'datang']","['aplikasi', 'membantu', 'jalur', 'bus']","['aplikasi', 'bantu', 'jalur', 'bus']",aplikasi bantu jalur bus,4,Positive
"akhirnya ada aplikasi ini. cuma yg disayangkan, beberapa kali penjaga haltenya tdk menginfokan secara jelas bahkan beberapa kali diberi info salah soal rute, operasional bis dll. minta tolong diperbaiki yaa. saya 3 kali salah naik bis gara² diinfo salah dr penjaga haltenya & 1 kali harus mengganti jalur karena diinfo bisnya tdk jalan pdhl jalan. terima kasih",4,7,2.1.4,2023-02-18 10:46:47,,,akhirnya ada aplikasi ini cuma yang disayangkan beberapa kali penjaga haltenya tidak menginfokan secara jelas bahkan beberapa kali diberi info salah soal rute operasional bus dl minta tolong diperbaiki ya saya kali salah naik bus gara diinfo salah dari penjaga haltenya kali harus mengganti jalur karena diinfo bus tidak jalan pdhl jalan terimakasih,aplikasi disayangkan kali penjaga haltenya menginfokan kali info salah rute operasional bus dl tolong diperbaiki kali salah bus gara diinfo salah penjaga haltenya kali mengganti jalur diinfo bus jalan pdhl jalan terimakasih,"['akhirnya', 'ada', 'aplikasi', 'ini', 'cuma', 'yang', 'disayangkan', 'beberapa', 'kali', 'penjaga', 'haltenya', 'tidak', 'menginfokan', 'secara', 'jelas', 'bahkan', 'beberapa', 'kali', 'diberi', 'info', 'salah', 'soal', 'rute', 'operasional', 'bus', 'dl', 'minta', 'tolong', 'diperbaiki', 'ya', 'saya', 'kali', 'salah', 'naik', 'bus', 'gara', 'diinfo', 'salah', 'dari', 'penjaga', 'haltenya', 'kali', 'harus', 'mengganti', 'jalur', 'karena', 'diinfo', 'bus', 'tidak', 'jalan', 'pdhl', 'jalan', 'terimakasih']","['aplikasi', 'disayangkan', 'kali', 'penjaga', 'haltenya', 'menginfokan', 'kali', 'info', 'salah', 'rute', 'operasional', 'bus', 'dl', 'tolong', 'diperbaiki', 'kali', 'salah', 'bus', 'gara', 'diinfo', 'salah', 'penjaga', 'haltenya', 'kali', 'mengganti', 'jalur', 'diinfo', 'bus', 'jalan', 'pdhl', 'jalan', 'terimakasih']","['aplikasi', 'sayang', 'kali', 'jaga', 'halte', 'info', 'kali', 'info', 'salah', 'rute', 'operasional', 'bus', 'dl', 'tolong', 'baik', 'kali', 'salah', 'bus', 'gara', 'info', 'salah', 'jaga', 'halte', 'kali', 'ganti', 'jalur', 'info', 'bus', 'jalan', 'pdhl', 'jalan', 'terimakasih']",aplikasi sayang kali jaga halte info kali info salah rute operasional bus dl tolong baik kali salah bus gara info salah jaga halte kali ganti jalur info bus jalan pdhl jalan terimakasih,32,Positive
tj asu asal mlaku ra ndelok uwong wes reti neng portable asu asu,1,0,,2023-02-16 01:47:28,,,transjogja asu asal mlaku ra ndelok uwong wes reti neng portable asu asu,transjogja asu mlaku ra ndelok uwong wes reti neng portable asu asu,"['transjogja', 'asu', 'asal', 'mlaku', 'ra', 'ndelok', 'uwong', 'wes', 'reti', 'neng', 'portable', 'asu', 'asu']","['transjogja', 'asu', 'mlaku', 'ra', 'ndelok', 'uwong', 'wes', 'reti', 'neng', 'portable', 'asu', 'asu']","['transjogja', 'asu', 'mlaku', 'ra', 'ndelok', 'uwong', 'wes', 'ret', 'neng', 'portable', 'asu', 'asu']",transjogja asu mlaku ra ndelok uwong wes ret neng portable asu asu,12,Negative
titik titik pemberhentian masih ada yang belum ada portablenya.,5,0,,2023-02-13 13:26:17,,,titik titik pemberhentian masih ada yang belum ada portablenya,titik titik pemberhentian portablenya,"['titik', 'titik', 'pemberhentian', 'masih', 'ada', 'yang', 'belum', 'ada', 'portablenya']","['titik', 'titik', 'pemberhentian', 'portablenya']","['titik', 'titik', 'henti', 'portablenya']",titik titik henti portablenya,4,Positive
"jalur 1a,2a tdk terdeteksi gps,tdk muncul di map",3,0,2.1.3,2023-02-01 00:31:12,,,jalur a a tidak terdeteksi gps tidak muncul di map,jalur a a terdeteksi gps muncul map,"['jalur', 'a', 'a', 'tidak', 'terdeteksi', 'gps', 'tidak', 'muncul', 'di', 'map']","['jalur', 'a', 'a', 'terdeteksi', 'gps', 'muncul', 'map']","['jalur', 'a', 'a', 'deteksi', 'gps', 'muncul', 'map']",jalur a a deteksi gps muncul map,7,Neutral
untuk update berikutnya ditambah fitur check saldo+top up kartu berlangganan reguler dan pelajar tanpa harus ke halte bagi yang ponselnya memiliki fitur nfc,5,0,,2023-01-24 12:30:03,,,untuk update berikutnya ditambah fitur check saldo top up kartu berlangganan reguler dan pelajar tanpa harus ke halte bagi yang ponselnya memiliki fitur nfc,update ditambah fitur check saldo top up kartu berlangganan reguler pelajar halte ponselnya memiliki fitur nfc,"['untuk', 'update', 'berikutnya', 'ditambah', 'fitur', 'check', 'saldo', 'top', 'up', 'kartu', 'berlangganan', 'reguler', 'dan', 'pelajar', 'tanpa', 'harus', 'ke', 'halte', 'bagi', 'yang', 'ponselnya', 'memiliki', 'fitur', 'nfc']","['update', 'ditambah', 'fitur', 'check', 'saldo', 'top', 'up', 'kartu', 'berlangganan', 'reguler', 'pelajar', 'halte', 'ponselnya', 'memiliki', 'fitur', 'nfc']","['update', 'tambah', 'fitur', 'check', 'saldo', 'top', 'up', 'kartu', 'langgan', 'reguler', 'ajar', 'halte', 'ponselnya', 'milik', 'fitur', 'nfc']",update tambah fitur check saldo top up kartu langgan reguler ajar halte ponselnya milik fitur nfc,16,Positive
